"QueryID"	"SubjectID"	"PercIdentity"	"AlignmentLength"	"Mismatches"	"GapOpens"	"QueryStart"	"QueryEnd"	"SubjectStart"	"SubjectEnd"	"Evalue"	"BitScore"
"Sample:N1,Pos:9358"	"WP_004897809.1"	40	35	21	0	97	201	35	69	0.000619	32
"Sample:N1,Pos:9358"	"WP_004897782.1"	37.143	35	22	0	97	201	33	67	0.009	28.5
"Sample:N1,Pos:9358"	"WP_003649950.1"	35.714	42	26	1	79	201	26	67	0.041	26.9
"Sample:N1,Pos:9358"	"WP_004898444.1"	50	24	11	1	1	69	153	176	0.45	23.9
"Sample:N1,Pos:9358"	"WP_011161295.1"	39.286	28	17	0	97	180	143	170	2.9	21.6
"Sample:N1,Pos:9358"	"WP_086874824.1"	88.889	9	1	0	130	156	298	306	4.3	21.2
"Sample:N1,Pos:9358"	"WP_011161760.1"	28.125	32	23	0	193	98	283	314	5	21.2
"Sample:N1,Pos:9358"	"WP_041818568.1"	44.444	18	10	0	181	128	41	58	8.3	20.4
"Sample:N3,Pos:9358"	"WP_086874857.1"	94.286	35	2	0	97	201	35	69	9.62e-18	69.7
"Sample:N3,Pos:9358"	"WP_086874857.1"	90	10	1	0	71	100	11	20	8.5	20.4
"Sample:N3,Pos:9358"	"WP_086874957.1"	95.833	24	1	0	1	72	152	175	5.93e-10	48.9
"Sample:N3,Pos:9358"	"WP_086874874.1"	78.261	23	5	0	1	69	151	173	3.69e-07	41.2
"Sample:N3,Pos:9358"	"WP_004897031.1"	38.889	36	22	0	94	201	31	66	5.59e-05	34.7
"Sample:N3,Pos:9358"	"WP_004898463.1"	38.889	36	22	0	94	201	33	68	0.000369	32.7
"Sample:N3,Pos:9358"	"WP_004897809.1"	40	35	21	0	97	201	35	69	0.000619	32
"Sample:N3,Pos:9358"	"WP_004897782.1"	37.143	35	22	0	97	201	33	67	0.009	28.5
"Sample:N3,Pos:9358"	"WP_003649950.1"	35.714	42	26	1	79	201	26	67	0.041	26.9
"Sample:N3,Pos:9358"	"WP_004898444.1"	50	24	11	1	1	69	153	176	0.45	23.9
"Sample:N3,Pos:9358"	"WP_011161295.1"	39.286	28	17	0	97	180	143	170	2.9	21.6
"Sample:N3,Pos:9358"	"WP_086874824.1"	88.889	9	1	0	130	156	298	306	4.3	21.2
"Sample:N3,Pos:9358"	"WP_011161760.1"	28.125	32	23	0	193	98	283	314	5	21.2
"Sample:N3,Pos:9358"	"WP_041818568.1"	44.444	18	10	0	181	128	41	58	8.3	20.4
"Sample:N2,Pos:10029"	"WP_004897768.1"	98.485	66	1	0	3	200	107	172	7.04e-43	136
"Sample:N2,Pos:10029"	"WP_086874848.1"	33.333	39	25	1	66	179	38	76	0.066	26.2
"Sample:N2,Pos:10029"	"WP_044496651.1"	28.571	49	35	0	48	194	236	284	0.081	26.2
"Sample:N2,Pos:10029"	"WP_086875106.1"	45.455	22	12	0	39	104	487	508	1.3	22.7
"Sample:N2,Pos:10029"	"WP_004898587.1"	40	25	15	0	111	37	243	267	1.6	22.3
"Sample:N2,Pos:10029"	"WP_113886680.1"	56.25	16	7	0	94	47	8	23	2.2	21.9
"Sample:N2,Pos:10029"	"WP_011162489.1"	27.66	47	34	0	57	197	111	157	3.2	21.6
"Sample:N2,Pos:10029"	"WP_086875191.1"	33.333	33	22	0	45	143	153	185	4.1	21.2
"Sample:N2,Pos:10029"	"WP_086874894.1"	34.615	26	15	1	36	107	334	359	4.4	21.2
"Sample:N2,Pos:10029"	"WP_086874641.1"	60	10	4	0	91	62	166	175	4.4	21.2
"Sample:N2,Pos:10029"	"WP_011161737.1"	50	12	6	0	51	86	235	246	5.7	20.8
"Sample:N2,Pos:10029"	"WP_086874525.1"	27.273	44	32	0	21	152	594	637	7.7	20.4
"Sample:N1,Pos:40085"	"WP_113886670.1"	96.226	53	2	0	3	161	1365	1417	1.82e-24	90.1
"Sample:N1,Pos:40085"	"WP_113886670.1"	94.34	53	3	0	3	161	1395	1447	6.22e-24	88.6
"Sample:N1,Pos:40085"	"WP_113886670.1"	92.453	53	4	0	3	161	1335	1387	2.48e-23	87
"Sample:N1,Pos:40085"	"WP_113886670.1"	92.453	53	4	0	3	161	1407	1459	2.55e-23	87
"Sample:N1,Pos:40085"	"WP_113886670.1"	90.566	53	5	0	3	161	1389	1441	8.46e-23	85.5
"Sample:N1,Pos:40085"	"WP_113886670.1"	88.679	53	6	0	3	161	1341	1393	3.37e-22	83.6
"Sample:N1,Pos:40085"	"WP_113886670.1"	88.679	53	6	0	3	161	1353	1405	3.37e-22	83.6
"Sample:N1,Pos:40085"	"WP_113886670.1"	88.679	53	6	0	3	161	1377	1429	3.37e-22	83.6
"Sample:N1,Pos:40085"	"WP_113886670.1"	88.679	53	6	0	3	161	1329	1381	3.47e-22	83.6
"Sample:N1,Pos:40085"	"WP_113886670.1"	92.157	51	4	0	3	155	1419	1469	3.58e-22	83.6
"Sample:N1,Pos:40085"	"WP_113886670.1"	86.792	53	7	0	3	161	1359	1411	1.12e-21	82
"Sample:N1,Pos:40085"	"WP_113886670.1"	86.792	53	7	0	3	161	1371	1423	1.12e-21	82
"Sample:N1,Pos:40085"	"WP_113886670.1"	86.792	53	7	0	3	161	1383	1435	1.12e-21	82
"Sample:N1,Pos:40085"	"WP_113886670.1"	86.792	53	7	0	3	161	1401	1453	1.15e-21	82
"Sample:N1,Pos:40085"	"WP_113886670.1"	86.792	53	7	0	3	161	1413	1465	1.15e-21	82
"Sample:N1,Pos:40085"	"WP_113886670.1"	86.792	53	7	0	3	161	1347	1399	1.39e-21	82
"Sample:N1,Pos:40085"	"WP_113886670.1"	90.196	51	5	0	9	161	1325	1375	1.87e-21	81.6
"Sample:N1,Pos:40085"	"WP_113886670.1"	77.551	49	11	0	15	161	1321	1369	2.1e-16	67.4
"Sample:N1,Pos:40085"	"WP_113886670.1"	60	65	26	0	3	197	1431	1495	2.87e-15	63.9
"Sample:N1,Pos:40085"	"WP_113886670.1"	66.667	21	7	0	99	161	1319	1339	0.002	26.6
"Sample:N1,Pos:40085"	"WP_113886670.1"	91.667	12	1	0	166	201	1336	1347	0.002	25
"Sample:N1,Pos:40085"	"WP_113886670.1"	91.667	12	1	0	166	201	1354	1365	0.18	25
"Sample:N1,Pos:40085"	"WP_113886670.1"	91.667	12	1	0	166	201	1366	1377	0.18	25
"Sample:N1,Pos:40085"	"WP_113886670.1"	91.667	12	1	0	166	201	1390	1401	0.18	25
"Sample:N1,Pos:40085"	"WP_113886670.1"	91.667	12	1	0	166	201	1408	1419	0.18	25
"Sample:N1,Pos:40085"	"WP_113886670.1"	91.667	12	1	0	166	201	1420	1431	0.18	25
"Sample:N1,Pos:40085"	"WP_113886670.1"	91.667	12	1	0	166	201	1438	1449	0.18	25
"Sample:N1,Pos:40085"	"WP_113886670.1"	91.667	12	1	0	166	201	1450	1461	0.18	25
"Sample:N1,Pos:40085"	"WP_113886670.1"	91.667	12	1	0	166	201	1396	1407	0.24	24.6
"Sample:N1,Pos:40085"	"WP_113886670.1"	91.667	12	1	0	166	201	1426	1437	0.24	24.6
"Sample:N1,Pos:40085"	"WP_113886670.1"	83.333	12	2	0	166	201	1348	1359	0.5	23.9
"Sample:N1,Pos:40085"	"WP_113886670.1"	83.333	12	2	0	166	201	1330	1341	0.67	23.5
"Sample:N1,Pos:40085"	"WP_113886670.1"	83.333	12	2	0	166	201	1342	1353	0.67	23.5
"Sample:N1,Pos:40085"	"WP_113886670.1"	83.333	12	2	0	166	201	1360	1371	0.67	23.5
"Sample:N1,Pos:40085"	"WP_113886670.1"	83.333	12	2	0	166	201	1372	1383	0.67	23.5
"Sample:N1,Pos:40085"	"WP_113886670.1"	83.333	12	2	0	166	201	1402	1413	0.67	23.5
"Sample:N1,Pos:40085"	"WP_113886670.1"	83.333	12	2	0	166	201	1414	1425	0.67	23.5
"Sample:N1,Pos:40085"	"WP_113886670.1"	83.333	12	2	0	166	201	1432	1443	0.67	23.5
"Sample:N1,Pos:40085"	"WP_113886670.1"	83.333	12	2	0	166	201	1444	1455	0.67	23.5
"Sample:N1,Pos:40085"	"WP_113886670.1"	83.333	12	2	0	166	201	1456	1467	0.67	23.5
"Sample:N1,Pos:40085"	"WP_113886670.1"	75	12	3	0	166	201	1378	1389	3.1	21.6
"Sample:N1,Pos:40085"	"WP_113886670.1"	75	12	3	0	166	201	1384	1395	3.1	21.6
"Sample:N1,Pos:40085"	"WP_113886670.1"	81.818	11	2	0	169	201	1325	1335	4.1	21.2
"Sample:N1,Pos:40085"	"WP_086875080.1"	37.037	27	17	0	57	137	70	96	4.7	21.2
"Sample:N1,Pos:40088"	"WP_113886670.1"	96.154	52	2	0	3	158	1366	1417	5.81e-24	88.6
"Sample:N1,Pos:40088"	"WP_113886670.1"	94.231	52	3	0	3	158	1396	1447	1.87e-23	87.4
"Sample:N1,Pos:40088"	"WP_113886670.1"	92.308	52	4	0	3	158	1408	1459	7.6e-23	85.5
"Sample:N1,Pos:40088"	"WP_113886670.1"	92.308	52	4	0	3	158	1336	1387	7.75e-23	85.5
"Sample:N1,Pos:40088"	"WP_113886670.1"	90.385	52	5	0	3	158	1390	1441	2.49e-22	84
"Sample:N1,Pos:40088"	"WP_113886670.1"	88.462	52	6	0	3	158	1330	1381	1.01e-21	82.4
"Sample:N1,Pos:40088"	"WP_113886670.1"	88.462	52	6	0	3	158	1342	1393	1.03e-21	82.4
"Sample:N1,Pos:40088"	"WP_113886670.1"	88.462	52	6	0	3	158	1354	1405	1.03e-21	82.4
"Sample:N1,Pos:40088"	"WP_113886670.1"	88.462	52	6	0	3	158	1378	1429	1.03e-21	82.4
"Sample:N1,Pos:40088"	"WP_113886670.1"	92	50	4	0	3	152	1420	1469	1.09e-21	82.4
"Sample:N1,Pos:40088"	"WP_113886670.1"	90.196	51	5	0	6	158	1325	1375	1.48e-21	82
"Sample:N1,Pos:40088"	"WP_113886670.1"	86.538	52	7	0	3	158	1402	1453	3.33e-21	80.9
"Sample:N1,Pos:40088"	"WP_113886670.1"	86.538	52	7	0	3	158	1414	1465	3.33e-21	80.9
"Sample:N1,Pos:40088"	"WP_113886670.1"	86.538	52	7	0	3	158	1360	1411	3.4e-21	80.9
"Sample:N1,Pos:40088"	"WP_113886670.1"	86.538	52	7	0	3	158	1372	1423	3.4e-21	80.9
"Sample:N1,Pos:40088"	"WP_113886670.1"	86.538	52	7	0	3	158	1384	1435	3.4e-21	80.9
"Sample:N1,Pos:40088"	"WP_113886670.1"	86.538	52	7	0	3	158	1348	1399	4.21e-21	80.5
"Sample:N1,Pos:40088"	"WP_113886670.1"	77.551	49	11	0	12	158	1321	1369	1.66e-16	67.4
"Sample:N1,Pos:40088"	"WP_113886670.1"	59.375	64	26	0	3	194	1432	1495	9.09e-15	62.8
"Sample:N1,Pos:40088"	"WP_113886670.1"	66.667	21	7	0	96	158	1319	1339	0.00053	26.9
"Sample:N1,Pos:40088"	"WP_113886670.1"	92.308	13	1	0	163	201	1336	1348	0.00053	26.6
"Sample:N1,Pos:40088"	"WP_113886670.1"	92.308	13	1	0	163	201	1354	1366	0.051	26.6
"Sample:N1,Pos:40088"	"WP_113886670.1"	92.308	13	1	0	163	201	1366	1378	0.051	26.6
"Sample:N1,Pos:40088"	"WP_113886670.1"	92.308	13	1	0	163	201	1390	1402	0.051	26.6
"Sample:N1,Pos:40088"	"WP_113886670.1"	92.308	13	1	0	163	201	1408	1420	0.051	26.6
"Sample:N1,Pos:40088"	"WP_113886670.1"	92.308	13	1	0	163	201	1420	1432	0.051	26.6
"Sample:N1,Pos:40088"	"WP_113886670.1"	92.308	13	1	0	163	201	1438	1450	0.051	26.6
"Sample:N1,Pos:40088"	"WP_113886670.1"	92.308	13	1	0	163	201	1450	1462	0.051	26.6
"Sample:N1,Pos:40088"	"WP_113886670.1"	92.308	13	1	0	163	201	1396	1408	0.068	26.2
"Sample:N1,Pos:40088"	"WP_113886670.1"	92.308	13	1	0	163	201	1426	1438	0.068	26.2
"Sample:N1,Pos:40088"	"WP_113886670.1"	84.615	13	2	0	163	201	1348	1360	0.14	25.4
"Sample:N1,Pos:40088"	"WP_113886670.1"	84.615	13	2	0	163	201	1330	1342	0.19	25
"Sample:N1,Pos:40088"	"WP_113886670.1"	84.615	13	2	0	163	201	1342	1354	0.19	25
"Sample:N1,Pos:40088"	"WP_113886670.1"	84.615	13	2	0	163	201	1360	1372	0.19	25
"Sample:N1,Pos:40088"	"WP_113886670.1"	84.615	13	2	0	163	201	1372	1384	0.19	25
"Sample:N1,Pos:40088"	"WP_113886670.1"	84.615	13	2	0	163	201	1402	1414	0.19	25
"Sample:N1,Pos:40088"	"WP_113886670.1"	84.615	13	2	0	163	201	1414	1426	0.19	25
"Sample:N1,Pos:40088"	"WP_113886670.1"	84.615	13	2	0	163	201	1432	1444	0.19	25
"Sample:N1,Pos:40088"	"WP_113886670.1"	84.615	13	2	0	163	201	1444	1456	0.19	25
"Sample:N1,Pos:40088"	"WP_113886670.1"	84.615	13	2	0	163	201	1456	1468	0.19	25
"Sample:N1,Pos:40088"	"WP_113886670.1"	76.923	13	3	0	163	201	1378	1390	0.91	23.1
"Sample:N1,Pos:40088"	"WP_113886670.1"	76.923	13	3	0	163	201	1384	1396	0.91	23.1
"Sample:N1,Pos:40088"	"WP_113886670.1"	83.333	12	2	0	166	201	1325	1336	1.1	23.1
"Sample:N1,Pos:40088"	"WP_086875080.1"	37.037	27	17	0	54	134	70	96	4.9	20.8
"Sample:N1,Pos:40137"	"WP_113886670.1"	94.444	36	2	0	2	109	1412	1447	3.73e-16	62.8
"Sample:N1,Pos:40137"	"WP_113886670.1"	93.75	16	1	0	114	161	1450	1465	3.73e-16	32.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	94.444	36	2	0	2	109	1382	1417	4.33e-16	62.4
"Sample:N1,Pos:40137"	"WP_113886670.1"	93.75	16	1	0	114	161	1420	1435	4.33e-16	32.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	91.667	36	3	0	2	109	1340	1375	1.17e-15	60.8
"Sample:N1,Pos:40137"	"WP_113886670.1"	93.75	16	1	0	114	161	1390	1405	1.17e-15	32.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	88.889	36	4	0	2	109	1346	1381	2.99e-15	59.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	88.889	36	4	0	2	109	1388	1423	2.99e-15	59.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	93.75	16	1	0	114	161	1408	1423	2.99e-15	32.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	93.75	16	1	0	114	161	1438	1453	2.99e-15	32.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	88.889	36	4	0	2	109	1394	1429	3.41e-15	59.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	93.75	16	1	0	114	161	1426	1441	3.41e-15	32.3
"Sample:N1,Pos:40137"	"WP_113886670.1"	88.889	36	4	0	2	109	1352	1387	3.95e-15	59.3
"Sample:N1,Pos:40137"	"WP_113886670.1"	93.75	16	1	0	114	161	1396	1411	3.95e-15	32.3
"Sample:N1,Pos:40137"	"WP_113886670.1"	88.889	36	4	0	2	109	1328	1363	4.11e-15	59.3
"Sample:N1,Pos:40137"	"WP_113886670.1"	93.75	16	1	0	114	161	1366	1381	4.11e-15	32.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	88.889	36	4	0	2	109	1358	1393	1e-14	59.3
"Sample:N1,Pos:40137"	"WP_113886670.1"	87.5	16	2	0	114	161	1402	1417	1e-14	30.8
"Sample:N1,Pos:40137"	"WP_113886670.1"	86.111	36	5	0	2	109	1400	1435	2.21e-14	58.2
"Sample:N1,Pos:40137"	"WP_113886670.1"	86.111	36	5	0	2	109	1406	1441	2.21e-14	58.2
"Sample:N1,Pos:40137"	"WP_113886670.1"	87.5	16	2	0	114	161	1432	1447	2.21e-14	30.8
"Sample:N1,Pos:40137"	"WP_113886670.1"	87.5	16	2	0	114	161	1444	1459	2.21e-14	30.8
"Sample:N1,Pos:40137"	"WP_113886670.1"	86.111	36	5	0	2	109	1376	1411	2.55e-14	58.2
"Sample:N1,Pos:40137"	"WP_113886670.1"	87.5	16	2	0	114	161	1414	1429	2.55e-14	30.8
"Sample:N1,Pos:40137"	"WP_113886670.1"	88.889	36	4	0	2	109	1424	1459	1.03e-13	59.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	86.111	36	5	0	2	109	1418	1453	2.99e-13	58.2
"Sample:N1,Pos:40137"	"WP_113886670.1"	85.714	14	2	0	114	155	1456	1469	2.99e-13	26.9
"Sample:N1,Pos:40137"	"WP_113886670.1"	83.333	36	6	0	2	109	1334	1369	3.03e-13	56.6
"Sample:N1,Pos:40137"	"WP_113886670.1"	81.25	16	3	0	114	161	1378	1393	3.03e-13	28.9
"Sample:N1,Pos:40137"	"WP_113886670.1"	86.111	36	5	0	2	109	1430	1465	3.16e-13	58.2
"Sample:N1,Pos:40137"	"WP_113886670.1"	84.848	33	5	0	11	109	1325	1357	4.2e-13	52.4
"Sample:N1,Pos:40137"	"WP_113886670.1"	93.75	16	1	0	114	161	1354	1369	4.2e-13	32.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	83.333	36	6	0	2	109	1364	1399	1.48e-12	56.2
"Sample:N1,Pos:40137"	"WP_113886670.1"	83.333	36	6	0	2	109	1370	1405	1.48e-12	56.2
"Sample:N1,Pos:40137"	"WP_113886670.1"	88.235	34	4	0	2	103	1436	1469	1.57e-12	56.2
"Sample:N1,Pos:40137"	"WP_113886670.1"	74.194	31	8	0	17	109	1321	1351	6.42e-10	42.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	87.5	16	2	0	114	161	1348	1363	6.42e-10	31.2
"Sample:N1,Pos:40137"	"WP_113886670.1"	50	48	24	0	2	145	1448	1495	1.04e-06	39.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	93.75	16	1	0	114	161	1336	1351	7.57e-06	32.7
"Sample:N1,Pos:40137"	"WP_113886670.1"	66.667	21	7	0	47	109	1319	1339	7.57e-06	27.3
"Sample:N1,Pos:40137"	"WP_113886670.1"	87.5	16	2	0	114	161	1330	1345	0.001	30.8
"Sample:N1,Pos:40137"	"WP_113886670.1"	87.5	16	2	0	114	161	1342	1357	0.001	30.8
"Sample:N1,Pos:40137"	"WP_113886670.1"	87.5	16	2	0	114	161	1360	1375	0.001	30.8
"Sample:N1,Pos:40137"	"WP_113886670.1"	86.667	15	2	0	117	161	1325	1339	0.008	28.9
"Sample:N1,Pos:40137"	"WP_113886670.1"	81.25	16	3	0	114	161	1384	1399	0.008	28.9
"Sample:N1,Pos:40137"	"WP_113886670.1"	81.25	16	3	0	114	161	1372	1387	0.01	28.5
"Sample:N1,Pos:40137"	"WP_086874545.1"	92.308	13	1	0	162	200	18	30	0.001	31.2
"Sample:N1,Pos:40137"	"WP_004898281.1"	40	20	12	0	115	174	25	44	1.8	22.3
"Sample:N1,Pos:40137"	"WP_113886592.1"	80	10	2	0	109	80	91	100	4	21.2
"Sample:N1,Pos:40137"	"WP_113886625.1"	34.211	38	21	1	53	166	518	551	4.4	21.2
"Sample:N1,Pos:40137"	"WP_086875080.1"	37.037	27	17	0	5	85	70	96	5.9	20.8
"Sample:N1,Pos:40137"	"WP_023599365.1"	55.556	9	4	0	123	149	217	225	6.8	20.8
"Sample:N1,Pos:40137"	"WP_086874599.1"	85.714	7	1	0	140	120	332	338	8.7	20.4
"Sample:N1,Pos:40139"	"WP_113886670.1"	94.286	35	2	0	3	107	1413	1447	1.42e-15	60.5
"Sample:N1,Pos:40139"	"WP_113886670.1"	93.75	16	1	0	112	159	1450	1465	1.42e-15	32.7
"Sample:N1,Pos:40139"	"WP_113886670.1"	94.286	35	2	0	3	107	1383	1417	1.55e-15	60.5
"Sample:N1,Pos:40139"	"WP_113886670.1"	93.75	16	1	0	112	159	1420	1435	1.55e-15	32.7
"Sample:N1,Pos:40139"	"WP_113886670.1"	91.429	35	3	0	3	107	1329	1363	4.18e-15	58.9
"Sample:N1,Pos:40139"	"WP_113886670.1"	91.429	35	3	0	3	107	1341	1375	4.18e-15	58.9
"Sample:N1,Pos:40139"	"WP_113886670.1"	91.429	35	3	0	3	107	1347	1381	4.18e-15	58.9
"Sample:N1,Pos:40139"	"WP_113886670.1"	93.75	16	1	0	112	159	1366	1381	4.18e-15	32.7
"Sample:N1,Pos:40139"	"WP_113886670.1"	93.75	16	1	0	112	159	1390	1405	4.18e-15	32.7
"Sample:N1,Pos:40139"	"WP_113886670.1"	93.75	16	1	0	112	159	1408	1423	4.18e-15	32.7
"Sample:N1,Pos:40139"	"WP_113886670.1"	88.571	35	4	0	3	107	1389	1423	1.13e-14	57.4
"Sample:N1,Pos:40139"	"WP_113886670.1"	93.75	16	1	0	112	159	1438	1453	1.13e-14	32.7
"Sample:N1,Pos:40139"	"WP_113886670.1"	88.571	35	4	0	3	107	1395	1429	1.29e-14	57.4
"Sample:N1,Pos:40139"	"WP_113886670.1"	93.75	16	1	0	112	159	1426	1441	1.29e-14	32.3
"Sample:N1,Pos:40139"	"WP_113886670.1"	88.571	35	4	0	3	107	1353	1387	1.4e-14	57.4
"Sample:N1,Pos:40139"	"WP_113886670.1"	93.75	16	1	0	112	159	1396	1411	1.4e-14	32.3
"Sample:N1,Pos:40139"	"WP_113886670.1"	88.571	35	4	0	3	107	1401	1435	3.29e-14	57.4
"Sample:N1,Pos:40139"	"WP_113886670.1"	88.571	35	4	0	3	107	1407	1441	3.29e-14	57.4
"Sample:N1,Pos:40139"	"WP_113886670.1"	87.5	16	2	0	112	159	1432	1447	3.29e-14	31.2
"Sample:N1,Pos:40139"	"WP_113886670.1"	87.5	16	2	0	112	159	1444	1459	3.29e-14	31.2
"Sample:N1,Pos:40139"	"WP_113886670.1"	88.571	35	4	0	3	107	1359	1393	3.57e-14	57.4
"Sample:N1,Pos:40139"	"WP_113886670.1"	88.571	35	4	0	3	107	1377	1411	3.57e-14	57.4
"Sample:N1,Pos:40139"	"WP_113886670.1"	87.5	16	2	0	112	159	1402	1417	3.57e-14	31.2
"Sample:N1,Pos:40139"	"WP_113886670.1"	87.5	16	2	0	112	159	1414	1429	3.57e-14	31.2
"Sample:N1,Pos:40139"	"WP_113886670.1"	84.848	33	5	0	9	107	1325	1357	4.03e-13	52.4
"Sample:N1,Pos:40139"	"WP_113886670.1"	93.75	16	1	0	112	159	1354	1369	4.03e-13	32.7
"Sample:N1,Pos:40139"	"WP_113886670.1"	85.714	35	5	0	3	107	1335	1369	4.34e-13	55.8
"Sample:N1,Pos:40139"	"WP_113886670.1"	81.25	16	3	0	112	159	1378	1393	4.34e-13	28.9
"Sample:N1,Pos:40139"	"WP_113886670.1"	88.571	35	4	0	3	107	1419	1453	4.48e-13	57.4
"Sample:N1,Pos:40139"	"WP_113886670.1"	85.714	14	2	0	112	153	1456	1469	4.48e-13	27.3
"Sample:N1,Pos:40139"	"WP_113886670.1"	88.571	35	4	0	3	107	1425	1459	5.67e-13	57.4
"Sample:N1,Pos:40139"	"WP_113886670.1"	88.571	35	4	0	3	107	1431	1465	5.67e-13	57.4
"Sample:N1,Pos:40139"	"WP_113886670.1"	85.714	35	5	0	3	107	1365	1399	2.27e-12	55.8
"Sample:N1,Pos:40139"	"WP_113886670.1"	90.909	33	3	0	3	101	1437	1469	2.58e-12	55.5
"Sample:N1,Pos:40139"	"WP_113886670.1"	82.857	35	6	0	3	107	1371	1405	7.51e-12	54.3
"Sample:N1,Pos:40139"	"WP_113886670.1"	74.194	31	8	0	15	107	1321	1351	6.63e-10	42.7
"Sample:N1,Pos:40139"	"WP_113886670.1"	87.5	16	2	0	112	159	1348	1363	6.63e-10	31.2
"Sample:N1,Pos:40139"	"WP_113886670.1"	51.064	47	23	0	3	143	1449	1495	1.35e-06	39.3
"Sample:N1,Pos:40139"	"WP_113886670.1"	93.75	16	1	0	112	159	1336	1351	7.73e-06	32.7
