"QueryID"	"SubjectID"	"PercIdentity"	"AlignmentLength"	"Mismatches"	"GapOpens"	"QueryStart"	"QueryEnd"	"SubjectStart"	"SubjectEnd"	"Evalue"	"BitScore"
"Sample:P3,Pos:80985"	"WP_142423859.1"	92	50	4	0	50	199	11	60	2.38e-26	94.4
"Sample:P3,Pos:80985"	"WP_002356722.1"	95.652	23	1	0	2	70	73	95	1.36e-10	49.3
"Sample:P3,Pos:80985"	"WP_002360210.1"	38.889	54	33	0	38	199	8	61	6.04e-09	46.6
"Sample:P3,Pos:80985"	"WP_002404445.1"	46.154	26	14	0	118	195	821	846	2.3	22.7
"Sample:P3,Pos:80985"	"WP_077143653.1"	50	16	8	0	87	134	8	23	3	22.3
"Sample:P3,Pos:80985"	"WP_002368217.1"	34.375	32	21	0	2	97	14	45	4.7	21.2
"Sample:P3,Pos:80985"	"WP_002359872.1"	27.778	54	21	1	80	187	463	516	6.7	21.2
"Sample:P3,Pos:80985"	"WP_002356664.1"	37.143	35	16	2	47	133	7	41	6.8	21.2
"Sample:P3,Pos:80985"	"WP_002298831.1"	31.579	38	26	0	77	190	257	294	7.1	21.2
"Sample:P3,Pos:80985"	"WP_002359031.1"	42.105	19	11	0	87	143	44	62	8.1	20.8
"Sample:P3,Pos:80985"	"WP_002399573.1"	40.909	22	13	0	53	118	17	38	8.3	21.2
"Sample:P3,Pos:80985"	"WP_002360403.1"	26.389	72	46	2	5	199	166	237	9	20.8
"Sample:P1,Pos:114242"	"WP_002357555.1"	97.143	35	1	0	42	146	126	160	6.12e-22	79.7
"Sample:P1,Pos:114242"	"WP_077143741.1"	48.485	33	17	0	42	140	126	158	1.01e-08	45.4
"Sample:P1,Pos:114242"	"WP_002360534.1"	94.737	19	1	0	141	197	25	43	7.56e-07	40
"Sample:P1,Pos:114242"	"WP_002390030.1"	42.857	28	16	0	45	128	107	134	0.032	27.3
"Sample:P1,Pos:114242"	"WP_002359755.1"	47.619	21	11	0	51	113	105	125	0.49	24.3
"Sample:P1,Pos:114242"	"WP_002362548.1"	50	20	3	1	51	110	379	391	2.3	22.7
"Sample:P1,Pos:114242"	"WP_010708117.1"	19.608	51	39	1	45	197	67	115	2.6	22.3
"Sample:P1,Pos:114242"	"WP_002392183.1"	33.333	39	19	1	78	194	235	266	2.9	22.3
"Sample:P1,Pos:114242"	"WP_002379001.1"	28.571	42	29	1	42	167	246	286	5.5	21.6
"Sample:P1,Pos:114242"	"WP_002360250.1"	53.846	13	6	0	69	107	183	195	6.5	21.2
"Sample:P1,Pos:114242"	"WP_002360059.1"	44.444	18	10	0	69	122	120	137	8.9	20.8
"Sample:P1,Pos:114251"	"WP_002357555.1"	97.778	45	1	0	3	137	116	160	7.74e-29	97.4
"Sample:P1,Pos:114251"	"WP_077143741.1"	46.809	47	21	1	3	131	112	158	5.63e-11	51.2
"Sample:P1,Pos:114251"	"WP_002360534.1"	95.455	22	1	0	132	197	25	46	6.43e-09	45.4
"Sample:P1,Pos:114251"	"WP_002390030.1"	35.897	39	25	0	3	119	96	134	0.003	30.4
"Sample:P1,Pos:114251"	"WP_002359755.1"	38.235	34	20	1	3	104	93	125	0.12	25.8
"Sample:P1,Pos:114251"	"WP_002360059.1"	35.714	42	20	1	9	113	96	137	1.1	23.1
"Sample:P1,Pos:114251"	"WP_010708117.1"	19.444	36	29	0	36	143	67	102	1.3	23.1
"Sample:P1,Pos:114251"	"WP_077143750.1"	30	30	21	0	12	101	1943	1972	1.4	23.1
"Sample:P1,Pos:114251"	"WP_002392183.1"	33.333	39	19	1	69	185	235	266	2.6	22.3
"Sample:P1,Pos:114251"	"WP_002362548.1"	50	20	3	1	42	101	379	391	3.5	21.9
"Sample:P1,Pos:114251"	"WP_079996726.1"	29.412	34	21	1	6	98	20	53	3.6	21.6
"Sample:P1,Pos:114251"	"WP_002360419.1"	71.429	14	4	0	3	44	173	186	4.2	21.9
"Sample:P1,Pos:114251"	"WP_002360250.1"	53.846	13	6	0	60	98	183	195	4.3	21.9
"Sample:P1,Pos:114251"	"WP_002355946.1"	42.857	14	8	0	39	80	913	926	6.3	21.2
"Sample:P1,Pos:114251"	"WP_002379001.1"	28.571	42	29	1	33	158	246	286	7.3	21.2
"Sample:P1,Pos:114251"	"WP_002357967.1"	29.167	24	17	0	99	170	50	73	8.5	20.8
"Sample:P1,Pos:114286"	"WP_002357555.1"	97.059	34	1	0	1	102	127	160	3.08e-21	78.2
"Sample:P1,Pos:114286"	"WP_002360534.1"	97.059	34	1	0	97	198	25	58	5.35e-19	71.2
"Sample:P1,Pos:114286"	"WP_077143741.1"	50	32	16	0	1	96	127	158	8.21e-09	45.4
"Sample:P1,Pos:114286"	"WP_002390030.1"	42.857	28	16	0	1	84	107	134	0.032	27.7
"Sample:P1,Pos:114286"	"WP_002359755.1"	47.619	21	11	0	7	69	105	125	0.65	23.9
"Sample:P1,Pos:114286"	"WP_002392183.1"	30.189	53	24	2	34	174	235	280	1.8	22.7
"Sample:P1,Pos:114286"	"WP_002362548.1"	50	20	3	1	7	66	379	391	2.4	22.3
"Sample:P1,Pos:114286"	"WP_010708117.1"	19.608	51	39	1	1	153	67	115	2.7	22.3
"Sample:P1,Pos:114286"	"WP_002404854.1"	28.814	59	33	2	43	198	29	85	3	22.3
"Sample:P1,Pos:114286"	"WP_002360059.1"	44.444	18	10	0	25	78	120	137	7.8	20.8
"Sample:P1,Pos:114286"	"WP_002360250.1"	53.846	13	6	0	25	63	183	195	8.1	21.2
