Id	Source	Nucleotide Accession	Start	Stop	Strand	Protein	Protein Name	Organism	Strain	Assembly
2013098	RefSeq	NC_005362.1	1533663	1534337	+	WP_004897809.1	response regulator transcription factor	Lactobacillus johnsonii NCC 533	NCC 533	GCF_000008065.1
2013098	RefSeq	NC_022909.1	1456464	1457138	+	WP_004897809.1	response regulator transcription factor	Lactobacillus johnsonii N6.2	N6.2	GCF_000498675.1
2013098	RefSeq	NZ_CP029614.1	1783127	1783801	-	WP_004897809.1	response regulator transcription factor	Lactobacillus johnsonii	Byun-jo-01	GCF_003316915.1
2013098	RefSeq	NZ_MWIK01000030.1	64210	64884	+	WP_004897809.1	response regulator transcription factor	Lactobacillus johnsonii	LJ0	GCF_002156645.1
2013098	RefSeq	NZ_PHNP01000017.1	114511	115185	-	WP_004897809.1	response regulator transcription factor	Lactobacillus johnsonii	DPPM	GCF_002803395.1
2013098	RefSeq	NZ_RRWU01000001.1	134254	134928	-	WP_004897809.1	response regulator transcription factor	Lactobacillus johnsonii	CH32	GCF_004010015.1
2013098	RefSeq	NZ_SRYU01000033.1	2393	3067	+	WP_004897809.1	response regulator transcription factor	Lactobacillus johnsonii	NM60_B2-8	GCF_004793575.1
2013098	INSDC	AE017198.1	1533663	1534337	+	AAS09432.1	two-component system response regulator	Lactobacillus johnsonii NCC 533	NCC 533	GCA_000008065.1
2013098	INSDC	CP006811.1	1456464	1457138	+	AHA97770.1	LuxR family transcriptional regulator	Lactobacillus johnsonii N6.2	N6.2	GCA_000498675.1
2013098	INSDC	CP029614.1	1783127	1783801	-	AYN50151.1	Transcriptional regulatory protein DegU	Lactobacillus johnsonii	Byun-jo-01	GCA_003316915.1
2013098	INSDC	AFQJ01000004.1	616167	616841	+	EGP12833.1	fructose response regulator of fruA and EII fructose/mannose	Lactobacillus johnsonii pf01	pf01	GCA_000219475.2
2013098	INSDC	MWIK01000030.1	64210	64884	+	OUL53283.1	DNA-binding response regulator	Lactobacillus johnsonii	LJ0	GCA_002156645.1
2013098	INSDC	PHNP01000017.1	114511	115185	-	PJN78558.1	DNA-binding response regulator	Lactobacillus johnsonii	DPPM	GCA_002803395.1
2013098	INSDC	SRYU01000033.1	2393	3067	+	TGY27012.1	response regulator transcription factor	Lactobacillus johnsonii	NM60_B2-8	GCA_004793575.1
2012598	RefSeq	NC_005362.1	87816	88523	+	WP_004898463.1	response regulator transcription factor	Lactobacillus johnsonii NCC 533	NCC 533	GCF_000008065.1
2012598	RefSeq	NC_017477.1	92063	92770	+	WP_004898463.1	response regulator transcription factor	Lactobacillus johnsonii DPC 6026	DPC 6026	GCF_000204985.1
2012598	RefSeq	NZ_CP029614.1	1226800	1227507	-	WP_004898463.1	response regulator transcription factor	Lactobacillus johnsonii	Byun-jo-01	GCF_003316915.1
2012598	RefSeq	NZ_CP032680.1	72292	72999	+	WP_004898463.1	response regulator transcription factor	Lactobacillus johnsonii	ZLJ010	GCF_004011315.1
2012598	RefSeq	NZ_MWIK01000003.1	389	1096	+	WP_004898463.1	response regulator transcription factor	Lactobacillus johnsonii	LJ0	GCF_002156645.1
2012598	RefSeq	NZ_NGOD01000022.1	147021	147728	-	WP_004898463.1	response regulator transcription factor	Lactobacillus johnsonii	117x	GCF_002253185.1
2012598	RefSeq	NZ_NGOE01000078.1	68848	69555	+	WP_004898463.1	response regulator transcription factor	Lactobacillus johnsonii	117q	GCF_002253165.1
2012598	RefSeq	NZ_NGOF01000022.1	147021	147728	-	WP_004898463.1	response regulator transcription factor	Lactobacillus johnsonii	117k	GCF_002253205.1
2012598	RefSeq	NZ_NGOG01000011.1	68848	69555	+	WP_004898463.1	response regulator transcription factor	Lactobacillus johnsonii	117d	GCF_002253245.1
2012598	RefSeq	NZ_NGOH01000033.1	147021	147728	-	WP_004898463.1	response regulator transcription factor	Lactobacillus johnsonii	117c	GCF_002253275.1
2012598	RefSeq	NZ_NGOI01000022.1	146996	147703	-	WP_004898463.1	response regulator transcription factor	Lactobacillus johnsonii	117a	GCF_002253285.1
2012598	RefSeq	NZ_SRYU01000018.1	316	1023	+	WP_004898463.1	response regulator transcription factor	Lactobacillus johnsonii	NM60_B2-8	GCF_004793575.1
2012598	INSDC	AE017198.1	87816	88523	+	AAS08047.1	two-component regulatory system response regulator	Lactobacillus johnsonii NCC 533	NCC 533	GCA_000008065.1
2012598	INSDC	CP002464.1	92063	92770	+	AEB92411.1	two-component system response regulator	Lactobacillus johnsonii DPC 6026	DPC 6026	GCA_000204985.1
2012598	INSDC	CP029614.1	1226800	1227507	-	AYN49709.1	Transcriptional regulatory protein WalR	Lactobacillus johnsonii	Byun-jo-01	GCA_003316915.1
2012598	INSDC	CP032680.1	72292	72999	+	AZZ66631.1	DNA-binding response regulator	Lactobacillus johnsonii	ZLJ010	GCA_004011315.1
2012598	INSDC	AFQJ01000004.1	1123950	1124657	+	EGP13296.1	two-component response regulator SA14-24	Lactobacillus johnsonii pf01	pf01	GCA_000219475.2
2012598	INSDC	DOBV01000047.1	14462	15170	-	HBN37574.1	DNA-binding response regulator	Lactobacillus johnsonii		GCA_003503615.1
2012598	INSDC	WKKC01000022.1	5517	6225	+	MTE03661.1	response regulator	Lactobacillus johnsonii	LL8	
2012598	INSDC	MWIK01000003.1	389	1096	+	OUL55380.1	DNA-binding response regulator	Lactobacillus johnsonii	LJ0	GCA_002156645.1
2012598	INSDC	NGOD01000022.1	147021	147728	-	OYS04252.1	DNA-binding response regulator	Lactobacillus johnsonii	117x	GCA_002253185.1
2012598	INSDC	NGOE01000078.1	68848	69555	+	OYS05680.1	DNA-binding response regulator	Lactobacillus johnsonii	117q	GCA_002253165.1
2012598	INSDC	NGOF01000022.1	147021	147728	-	OYS09099.1	DNA-binding response regulator	Lactobacillus johnsonii	117k	GCA_002253205.1
2012598	INSDC	NGOG01000011.1	68848	69555	+	OYS10130.1	DNA-binding response regulator	Lactobacillus johnsonii	117d	GCA_002253245.1
2012598	INSDC	NGOI01000022.1	146996	147703	-	OYS13621.1	DNA-binding response regulator	Lactobacillus johnsonii	117a	GCA_002253285.1
2012598	INSDC	NGOH01000033.1	147021	147728	-	OYS14428.1	DNA-binding response regulator	Lactobacillus johnsonii	117c	GCA_002253275.1
2012598	INSDC	SRYU01000018.1	316	1023	+	TGY28975.1	response regulator transcription factor	Lactobacillus johnsonii	NM60_B2-8	GCA_004793575.1
2012598	PAT	N/A				AGX54130.1	Sequence 8616 from patent US 8541208	Unknown		
2012598	PAT	N/A				AGX55352.1	Sequence 11044 from patent US 8541208	Unknown		
2012598	PAT	N/A				AGX55703.1	Sequence 11733 from patent US 8541208	Unknown		
2012598	PAT	HB875940.1	1	708	+	CBF62339.1	unnamed protein product	Lactobacillus johnsonii		
2012598	PAT	HB878368.1	1	708	+	CBF63509.1	unnamed protein product	Lactobacillus johnsonii		
2012598	PAT	HB879057.1	1	708	+	CBF63841.1	unnamed protein product	Lactobacillus johnsonii		
2012598	PAT	HC933349.1	1	708	+	CBU87215.1	unnamed protein product	Lactobacillus johnsonii		
2012598	PAT	HC935777.1	1	708	+	CBU88385.1	unnamed protein product	Lactobacillus johnsonii		
2012598	PAT	HC936466.1	1	708	+	CBU88717.1	unnamed protein product	Lactobacillus johnsonii		
149981491	RefSeq	NZ_CP029614.1	739422	739916	-	WP_086874693.1	PTS sugar transporter subunit IIB	Lactobacillus johnsonii	Byun-jo-01	GCF_003316915.1
149981491	RefSeq	NZ_MWIK01000014.1	19141	19635	+	WP_086874693.1	PTS sugar transporter subunit IIB	Lactobacillus johnsonii	LJ0	GCF_002156645.1
149981491	INSDC	CP029614.1	739422	739916	-	AYN49282.1	putative phosphotransferase enzyme IIB component	Lactobacillus johnsonii	Byun-jo-01	GCA_003316915.1
149981491	INSDC	WKKC01000002.1	48171	48666	+	MTE02375.1	PTS mannose/fructose/sorbose transporter subunit IIB	Lactobacillus johnsonii	LL8	
149981491	INSDC	MWIK01000014.1	19141	19635	+	OUL54585.1	PTS mannose/fructose/sorbose transporter subunit IIB	Lactobacillus johnsonii	LJ0	GCA_002156645.1
2011698	RefSeq	NC_005362.1	1508151	1508879	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii NCC 533	NCC 533	GCF_000008065.1
2011698	RefSeq	NC_017477.1	1476333	1477061	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii DPC 6026	DPC 6026	GCF_000204985.1
2011698	RefSeq	NC_022909.1	1428744	1429472	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii N6.2	N6.2	GCF_000498675.1
2011698	RefSeq	NZ_CABIWE010000001.1	106232	106960	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii		GCF_902362355.1
2011698	RefSeq	NZ_CP016400.1	774220	774948	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	BS15	GCF_001714745.1
2011698	RefSeq	NZ_CP029614.1	1808586	1809314	+	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	Byun-jo-01	GCF_003316915.1
2011698	RefSeq	NZ_CP032680.1	1546355	1547083	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	ZLJ010	GCF_004011315.1
2011698	RefSeq	NZ_LIGY01000144.1	29236	29964	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii 16	16	GCF_001270785.1
2011698	RefSeq	NZ_LSNG01000036.1	12388	13116	+	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	W1	GCF_001572665.1
2011698	RefSeq	NZ_MWIK01000030.1	38697	39425	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	LJ0	GCF_002156645.1
2011698	RefSeq	NZ_NGOD01000006.1	1669	2397	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	117x	GCF_002253185.1
2011698	RefSeq	NZ_NGOE01000012.1	146298	147026	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	117q	GCF_002253165.1
2011698	RefSeq	NZ_NGOF01000033.1	146298	147026	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	117k	GCF_002253205.1
2011698	RefSeq	NZ_NGOG01000022.1	146298	147026	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	117d	GCF_002253245.1
2011698	RefSeq	NZ_NGOH01000077.1	115760	116488	+	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	117c	GCF_002253275.1
2011698	RefSeq	NZ_NGOI01000033.1	146298	147026	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	117a	GCF_002253285.1
2011698	RefSeq	NZ_RRWU01000001.1	161920	162648	+	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	CH32	GCF_004010015.1
2011698	RefSeq	NZ_SPPI01000006.1	46739	47467	+	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	CC3	GCF_004569425.1
2011698	RefSeq	NZ_SRKQ01000002.1	421830	422558	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	Q1-7	GCF_004684975.1
2011698	RefSeq	NZ_SRYU01000031.1	1596	2324	-	WP_004897782.1	response regulator transcription factor	Lactobacillus johnsonii	NM60_B2-8	GCF_004793575.1
2011698	INSDC	AE017198.1	1508151	1508879	-	AAS09403.1	two-component regulatory system response regulator	Lactobacillus johnsonii NCC 533	NCC 533	GCA_000008065.1
2011698	INSDC	CP002464.1	1476333	1477061	-	AEB93694.1	two-component regulatory system response regulator	Lactobacillus johnsonii DPC 6026	DPC 6026	GCA_000204985.1
2011698	INSDC	CP006811.1	1428744	1429472	-	AHA97742.1	PhoB family transcriptional regulator	Lactobacillus johnsonii N6.2	N6.2	GCA_000498675.1
2011698	INSDC	CP016400.1	774220	774948	-	AOG26042.1	DNA-binding response regulator	Lactobacillus johnsonii	BS15	GCA_001714745.1
2011698	INSDC	CP029614.1	1808586	1809314	+	AYN50180.1	Response regulator ArlR	Lactobacillus johnsonii	Byun-jo-01	GCA_003316915.1
2011698	INSDC	CP032680.1	1546355	1547083	-	AZZ67981.1	DNA-binding response regulator	Lactobacillus johnsonii	ZLJ010	GCA_004011315.1
2011698	INSDC	AFQJ01000004.1	590658	591386	-	EGP12803.1	response regulator protein	Lactobacillus johnsonii pf01	pf01	GCA_000219475.2
2011698	INSDC	DOBV01000027.1	80539	81268	-	HBN37136.1	DNA-binding response regulator	Lactobacillus johnsonii		GCA_003503615.1
2011698	INSDC	LIGY01000144.1	29236	29964	-	KOH01598.1	PhoB family transcriptional regulator	Lactobacillus johnsonii 16	16	GCA_001270785.1
2011698	INSDC	LSNG01000036.1	12388	13116	+	KXN75397.1	PhoB family transcriptional regulator	Lactobacillus johnsonii	W1	GCA_001572665.1
2011698	INSDC	WKKC01000040.1	1541	2270	-	MTE04084.1	response regulator	Lactobacillus johnsonii	LL8	
2011698	INSDC	MWIK01000030.1	38697	39425	-	OUL53255.1	DNA-binding response regulator	Lactobacillus johnsonii	LJ0	GCA_002156645.1
2011698	INSDC	NGOD01000006.1	1669	2397	-	OYS05580.1	DNA-binding response regulator	Lactobacillus johnsonii	117x	GCA_002253185.1
2011698	INSDC	NGOE01000012.1	146298	147026	-	OYS08287.1	DNA-binding response regulator	Lactobacillus johnsonii	117q	GCA_002253165.1
2011698	INSDC	NGOF01000033.1	146298	147026	-	OYS08478.1	DNA-binding response regulator	Lactobacillus johnsonii	117k	GCA_002253205.1
2011698	INSDC	NGOG01000022.1	146298	147026	-	OYS09567.1	DNA-binding response regulator	Lactobacillus johnsonii	117d	GCA_002253245.1
2011698	INSDC	NGOH01000077.1	115760	116488	+	OYS12078.1	DNA-binding response regulator	Lactobacillus johnsonii	117c	GCA_002253275.1
2011698	INSDC	NGOI01000033.1	146298	147026	-	OYS13112.1	DNA-binding response regulator	Lactobacillus johnsonii	117a	GCA_002253285.1
2011698	INSDC	SPPI01000006.1	46739	47467	+	TFU79945.1	response regulator transcription factor	Lactobacillus johnsonii	CC3	GCA_004569425.1
2011698	INSDC	SRKQ01000002.1	421830	422558	-	TGA94254.1	response regulator transcription factor	Lactobacillus johnsonii	Q1-7	GCA_004684975.1
2011698	INSDC	SRYU01000031.1	1596	2324	-	TGY27083.1	response regulator transcription factor	Lactobacillus johnsonii	NM60_B2-8	GCA_004793575.1
197224060	RefSeq	NZ_CP029614.1	1299815	1300957	+	WP_113886643.1	DUF2974 domain-containing protein	Lactobacillus johnsonii	Byun-jo-01	GCF_003316915.1
197224060	INSDC	CP029614.1	1299815	1300957	+	AYN49763.1	hypothetical protein	Lactobacillus johnsonii	Byun-jo-01	GCA_003316915.1
149980759	RefSeq	NZ_CP029614.1	1415079	1416005	+	WP_086875219.1	serine hydrolase	Lactobacillus johnsonii	Byun-jo-01	GCF_003316915.1
149980759	RefSeq	NZ_MWIK01000049.1	386	1312	-	WP_086875219.1	serine hydrolase	Lactobacillus johnsonii	LJ0	GCF_002156645.1
149980759	RefSeq	NZ_PHNP01000002.1	6443	7369	+	WP_086875219.1	serine hydrolase	Lactobacillus johnsonii	DPPM	GCF_002803395.1
149980759	RefSeq	NZ_RRWU01000001.1	1718160	1719086	+	WP_086875219.1	serine hydrolase	Lactobacillus johnsonii	CH32	GCF_004010015.1
149980759	RefSeq	NZ_SPPI01000009.1	8344	9270	-	WP_086875219.1	serine hydrolase	Lactobacillus johnsonii	CC3	GCF_004569425.1
149980759	INSDC	MWIK01000049.1	386	1312	-	OUL52618.1	serine hydrolase	Lactobacillus johnsonii	LJ0	GCA_002156645.1
149980759	INSDC	PHNP01000002.1	6443	7369	+	PJN79388.1	serine hydrolase	Lactobacillus johnsonii	DPPM	GCA_002803395.1
149980759	INSDC	SPPI01000009.1	8344	9270	-	TFU79603.1	class A beta-lactamase-related serine hydrolase	Lactobacillus johnsonii	CC3	GCA_004569425.1
2012275	RefSeq	NC_005362.1	1895177	1896496	-	WP_011162562.1	PTS sugar transporter subunit IIC	Lactobacillus johnsonii NCC 533	NCC 533	GCF_000008065.1
2012275	RefSeq	NC_022909.1	1803866	1805185	-	WP_011162562.1	PTS sugar transporter subunit IIC	Lactobacillus johnsonii N6.2	N6.2	GCF_000498675.1
2012275	RefSeq	NZ_CP029614.1	1419433	1420752	+	WP_011162562.1	PTS sugar transporter subunit IIC	Lactobacillus johnsonii	Byun-jo-01	GCF_003316915.1
2012275	RefSeq	NZ_LIGY01000060.1	18172	19491	+	WP_011162562.1	PTS sugar transporter subunit IIC	Lactobacillus johnsonii 16	16	GCF_001270785.1
2012275	RefSeq	NZ_MWIK01000048.1	5067	6386	-	WP_011162562.1	PTS sugar transporter subunit IIC	Lactobacillus johnsonii	LJ0	GCF_002156645.1
2012275	RefSeq	NZ_SRYU01000043.1	5069	6388	-	WP_011162562.1	PTS sugar transporter subunit IIC	Lactobacillus johnsonii	NM60_B2-8	GCF_004793575.1
2012275	INSDC	AE017198.1	1895177	1896496	-	AAS09722.1	phosphoenolpyruvate-dependent sugar phosphotransferase system EIIC, probable cellobiose specific	Lactobacillus johnsonii NCC 533	NCC 533	GCA_000008065.1
2012275	INSDC	CP006811.1	1803866	1805185	-	AHA98039.1	PTS sugar transporter subunit IIC	Lactobacillus johnsonii N6.2	N6.2	GCA_000498675.1
2012275	INSDC	CP029614.1	1419433	1420752	+	AYN49863.1	PTS system lactose-specific EIICB component	Lactobacillus johnsonii	Byun-jo-01	GCA_003316915.1
2012275	INSDC	LIGY01000060.1	18172	19491	+	KOH02436.1	PTS sugar transporter subunit IIC	Lactobacillus johnsonii 16	16	GCA_001270785.1
2012275	INSDC	MWIK01000048.1	5067	6386	-	OUL52695.1	PTS sugar transporter subunit IIC	Lactobacillus johnsonii	LJ0	GCA_002156645.1
2012275	INSDC	SRYU01000043.1	5069	6388	-	TGY26138.1	PTS sugar transporter subunit IIC	Lactobacillus johnsonii	NM60_B2-8	GCA_004793575.1
2011605	RefSeq	NC_005362.1	1462333	1462998	-	WP_004897031.1	response regulator transcription factor	Lactobacillus johnsonii NCC 533	NCC 533	GCF_000008065.1
2011605	RefSeq	NC_017477.1	696190	696855	+	WP_004897031.1	response regulator transcription factor	Lactobacillus johnsonii DPC 6026	DPC 6026	GCF_000204985.1
2011605	RefSeq	NZ_CP029614.1	600709	601374	-	WP_004897031.1	response regulator transcription factor	Lactobacillus johnsonii	Byun-jo-01	GCF_003316915.1
2011605	RefSeq	NZ_CP032680.1	713696	714361	+	WP_004897031.1	response regulator transcription factor	Lactobacillus johnsonii	ZLJ010	GCF_004011315.1
2011605	RefSeq	NZ_MWIK01000029.1	139674	140339	-	WP_004897031.1	response regulator transcription factor	Lactobacillus johnsonii	LJ0	GCF_002156645.1
2011605	INSDC	AE017198.1	1462333	1462998	-	AAS09357.1	two-component system response regulator	Lactobacillus johnsonii NCC 533	NCC 533	GCA_000008065.1
2011605	INSDC	CP002464.1	696190	696855	+	AEB92965.1	two-component system response regulator	Lactobacillus johnsonii DPC 6026	DPC 6026	GCA_000204985.1
2011605	INSDC	CP029614.1	600709	601374	-	AYN49140.1	Transcriptional regulatory protein TcrA	Lactobacillus johnsonii	Byun-jo-01	GCA_003316915.1
2011605	INSDC	CP032680.1	713696	714361	+	AZZ67223.1	DNA-binding response regulator	Lactobacillus johnsonii	ZLJ010	GCA_004011315.1
2011605	INSDC	AFQJ01000003.1	162974	163639	+	EGP13727.1	regulation of D-alanyl-lipoteichoic acid biosynthesis, DltR	Lactobacillus johnsonii pf01	pf01	GCA_000219475.2
2011605	INSDC	WKKC01000006.1	42614	43280	+	MTE02567.1	response regulator	Lactobacillus johnsonii	LL8	
2011605	INSDC	MWIK01000029.1	139674	140339	-	OUL53540.1	DNA-binding response regulator	Lactobacillus johnsonii	LJ0	GCA_002156645.1
149981129	RefSeq	NZ_CP029614.1	455783	456763	-	WP_086874957.1	choloylglycine hydrolase family protein	Lactobacillus johnsonii	Byun-jo-01	GCF_003316915.1
149981129	RefSeq	NZ_MWIK01000027.1	42274	43254	-	WP_086874957.1	choloylglycine hydrolase family protein	Lactobacillus johnsonii	LJ0	GCF_002156645.1
149981129	INSDC	CP029614.1	455783	456763	-	AYN49000.1	Choloylglycine hydrolase	Lactobacillus johnsonii	Byun-jo-01	GCA_003316915.1
149981129	INSDC	MWIK01000027.1	42274	43254	-	OUL53677.1	choloylglycine hydrolase	Lactobacillus johnsonii	LJ0	GCA_002156645.1
149981200	RefSeq	NZ_CP029614.1	260264	261241	+	WP_086874874.1	choloylglycine hydrolase family protein	Lactobacillus johnsonii	Byun-jo-01	GCF_003316915.1
149981200	RefSeq	NZ_MWIK01000025.1	19498	20475	+	WP_086874874.1	choloylglycine hydrolase family protein	Lactobacillus johnsonii	LJ0	GCF_002156645.1
149981200	INSDC	CP029614.1	260264	261241	+	AYN48822.1	Choloylglycine hydrolase	Lactobacillus johnsonii	Byun-jo-01	GCA_003316915.1
149981200	INSDC	MWIK01000025.1	19498	20475	+	OUL53765.1	choloylglycine hydrolase	Lactobacillus johnsonii	LJ0	GCA_002156645.1
149981324	RefSeq	NZ_CP029614.1	232240	232935	+	WP_086874857.1	response regulator transcription factor	Lactobacillus johnsonii	Byun-jo-01	GCF_003316915.1
149981324	RefSeq	NZ_MWIK01000024.1	228170	228865	+	WP_086874857.1	response regulator transcription factor	Lactobacillus johnsonii	LJ0	GCF_002156645.1
149981324	RefSeq	NZ_RRWU01000001.1	567787	568482	+	WP_086874857.1	response regulator transcription factor	Lactobacillus johnsonii	CH32	GCF_004010015.1
149981324	INSDC	CP029614.1	232240	232935	+	AYN48797.1	Response regulator ArlR	Lactobacillus johnsonii	Byun-jo-01	GCA_003316915.1
149981324	INSDC	MWIK01000024.1	228170	228865	+	OUL54088.1	DNA-binding response regulator	Lactobacillus johnsonii	LJ0	GCA_002156645.1
2012897	RefSeq	NC_005362.1	77465	78415	-	WP_004898444.1	linear amide C-N hydrolase	Lactobacillus johnsonii NCC 533	NCC 533	GCF_000008065.1
2012897	RefSeq	NC_017477.1	83183	84133	-	WP_004898444.1	linear amide C-N hydrolase	Lactobacillus johnsonii DPC 6026	DPC 6026	GCF_000204985.1
2012897	RefSeq	NZ_CP029614.1	1236907	1237857	+	WP_004898444.1	linear amide C-N hydrolase	Lactobacillus johnsonii	Byun-jo-01	GCF_003316915.1
2012897	RefSeq	NZ_MWIK01000002.1	8791	9741	-	WP_004898444.1	linear amide C-N hydrolase	Lactobacillus johnsonii	LJ0	GCF_002156645.1
2012897	RefSeq	NZ_SRYU01000039.1	8044	8994	+	WP_004898444.1	linear amide C-N hydrolase	Lactobacillus johnsonii	NM60_B2-8	GCF_004793575.1
2012897	INSDC	AE017198.1	77465	78415	-	AAS08038.1	conjugated bile salt hydrolase	Lactobacillus johnsonii NCC 533	NCC 533	GCA_000008065.1
2012897	INSDC	CP002464.1	83183	84133	-	AEB92403.1	conjugated bile salt hydrolase	Lactobacillus johnsonii DPC 6026	DPC 6026	GCA_000204985.1
2012897	INSDC	CP029614.1	1236907	1237857	+	AYN49718.1	Choloylglycine hydrolase	Lactobacillus johnsonii	Byun-jo-01	GCA_003316915.1
2012897	INSDC	AFQJ01000004.1	1115132	1116082	-	EGP13287.1	conjugated bile salt hydrolase	Lactobacillus johnsonii pf01	pf01	GCA_000219475.2
2012897	INSDC	MWIK01000002.1	8791	9741	-	OUL55590.1	hydrolase	Lactobacillus johnsonii	LJ0	GCA_002156645.1
2012897	INSDC	SRYU01000039.1	8044	8994	+	TGY26654.1	linear amide C-N hydrolase	Lactobacillus johnsonii	NM60_B2-8	GCA_004793575.1
2012897	PAT	N/A				QFN52816.1	Sequence 3 from patent US 10328132	Unknown		
2012897	PAT	N/A				QFN52821.1	Sequence 8 from patent US 10328132	Unknown		
