"QueryID"	"SubjectID"	"PercIdentity"	"AlignmentLength"	"Mismatches"	"GapOpens"	"QueryStart"	"QueryEnd"	"SubjectStart"	"SubjectEnd"	"Evalue"	"BitScore"
"Sample:P2,Pos:553"	"WP_046869948.1"	58.333	12	5	0	180	145	39	50	6.7	20.4
"Sample:P2,Pos:557"	"WP_003495114.1"	91.176	34	3	0	98	199	77	110	4.48e-16	65.5
"Sample:P2,Pos:557"	"WP_003495114.1"	80	15	3	0	57	101	22	36	4.48e-16	29.3
"Sample:P2,Pos:557"	"WP_003495114.1"	47.059	17	9	0	39	89	226	242	7.8	20.4
"Sample:P2,Pos:557"	"WP_033060672.1"	92.857	14	1	0	2	43	171	184	0.003	29.6
"Sample:P2,Pos:557"	"WP_046869756.1"	34.375	32	21	0	101	196	217	248	1.9	21.9
"Sample:P2,Pos:557"	"WP_033058088.1"	34.375	32	21	0	104	199	163	194	2.5	21.6
"Sample:P2,Pos:557"	"WP_046869948.1"	58.333	12	5	0	176	141	39	50	4.9	20.8
"Sample:P2,Pos:7727"	"WP_040108502.1"	74.242	66	15	1	2	199	69	132	6.51e-25	91.3
"Sample:P2,Pos:7727"	"WP_040109191.1"	31.429	35	24	0	159	55	551	585	0.82	23.1
"Sample:P2,Pos:7727"	"WP_040107966.1"	42.857	21	12	0	59	121	249	269	1.6	22.3
"Sample:P2,Pos:7727"	"WP_033058242.1"	31.707	41	22	2	144	40	53	93	2.2	21.9
"Sample:P2,Pos:7727"	"WP_003494665.1"	33.333	24	16	0	70	141	323	346	2.3	21.9
"Sample:P2,Pos:7727"	"WP_077272518.1"	38.095	21	13	0	56	118	205	225	2.7	21.6
"Sample:P2,Pos:7727"	"WP_077272642.1"	38.095	21	13	0	56	118	203	223	3.3	21.6
"Sample:P2,Pos:7727"	"WP_077272630.1"	38.889	18	11	0	99	46	17	34	6.6	20.4
"Sample:P2,Pos:7727"	"WP_033060697.1"	36.667	30	11	1	144	55	120	141	8.2	20.4
"Sample:P2,Pos:7728"	"WP_040108502.1"	74.627	67	15	1	1	201	69	133	1.05e-25	93.6
"Sample:P2,Pos:7728"	"WP_040109191.1"	31.429	35	24	0	158	54	551	585	0.79	23.1
"Sample:P2,Pos:7728"	"WP_040107966.1"	42.857	21	12	0	58	120	249	269	1.8	22.3
"Sample:P2,Pos:7728"	"WP_033058242.1"	31.707	41	22	2	143	39	53	93	2.1	21.9
"Sample:P2,Pos:7728"	"WP_003494665.1"	33.333	24	16	0	69	140	323	346	2.3	21.9
"Sample:P2,Pos:7728"	"WP_077272518.1"	38.095	21	13	0	55	117	205	225	3	21.6
"Sample:P2,Pos:7728"	"WP_077272642.1"	38.095	21	13	0	55	117	203	223	3.5	21.2
"Sample:P2,Pos:7728"	"WP_077272630.1"	38.889	18	11	0	98	45	17	34	6.4	20.4
"Sample:P2,Pos:7728"	"WP_033060697.1"	36.667	30	11	1	143	54	120	141	7.9	20.4
"Sample:P2,Pos:7731"	"WP_040108502.1"	76.923	65	13	1	7	201	72	134	5.77e-26	94.4
"Sample:P2,Pos:7731"	"WP_040109191.1"	31.429	35	24	0	155	51	551	585	0.79	23.1
"Sample:P2,Pos:7731"	"WP_040107966.1"	42.857	21	12	0	55	117	249	269	1.5	22.3
"Sample:P2,Pos:7731"	"WP_033058242.1"	31.707	41	22	2	140	36	53	93	2.1	21.9
"Sample:P2,Pos:7731"	"WP_003494665.1"	33.333	24	16	0	66	137	323	346	2.3	21.9
"Sample:P2,Pos:7731"	"WP_077272518.1"	38.095	21	13	0	52	114	205	225	2.8	21.6
"Sample:P2,Pos:7731"	"WP_077272642.1"	38.095	21	13	0	52	114	203	223	3.4	21.6
"Sample:P2,Pos:7731"	"WP_077272630.1"	38.889	18	11	0	95	42	17	34	6.4	20.4
"Sample:P2,Pos:7731"	"WP_033060697.1"	36.667	30	11	1	140	51	120	141	7.9	20.4
"Sample:P2,Pos:7731"	"WP_003491211.1"	22.414	58	42	1	7	171	133	190	9.5	20
"Sample:P2,Pos:7733"	"WP_040108502.1"	76.923	65	13	1	5	199	72	134	5.21e-26	94.4
"Sample:P2,Pos:7733"	"WP_040109191.1"	31.429	35	24	0	153	49	551	585	0.82	23.1
"Sample:P2,Pos:7733"	"WP_040107966.1"	42.857	21	12	0	53	115	249	269	1.5	22.3
"Sample:P2,Pos:7733"	"WP_033058242.1"	31.707	41	22	2	138	34	53	93	2.2	21.9
"Sample:P2,Pos:7733"	"WP_003494665.1"	33.333	24	16	0	64	135	323	346	2.3	21.9
"Sample:P2,Pos:7733"	"WP_077272518.1"	38.095	21	13	0	50	112	205	225	2.7	21.6
"Sample:P2,Pos:7733"	"WP_077272642.1"	38.095	21	13	0	50	112	203	223	3.3	21.6
"Sample:P2,Pos:7733"	"WP_077272630.1"	38.889	18	11	0	93	40	17	34	6.6	20.4
"Sample:P2,Pos:7733"	"WP_033060697.1"	36.667	30	11	1	138	49	120	141	8.2	20.4
"Sample:P2,Pos:7733"	"WP_003491211.1"	22.414	58	42	1	5	169	133	190	9.1	20
"Sample:P2,Pos:7741"	"WP_040108502.1"	80.303	66	11	1	3	200	74	137	2.7e-27	97.8
"Sample:P2,Pos:7741"	"WP_040109191.1"	31.429	35	24	0	145	41	551	585	0.79	23.1
"Sample:P2,Pos:7741"	"WP_040107966.1"	42.857	21	12	0	45	107	249	269	1.3	22.7
"Sample:P2,Pos:7741"	"WP_033058242.1"	31.707	41	22	2	130	26	53	93	2.1	21.9
"Sample:P2,Pos:7741"	"WP_003494665.1"	33.333	24	16	0	56	127	323	346	2.3	21.9
"Sample:P2,Pos:7741"	"WP_077272518.1"	38.095	21	13	0	42	104	205	225	2.8	21.6
"Sample:P2,Pos:7741"	"WP_077272642.1"	38.095	21	13	0	42	104	203	223	3.4	21.2
"Sample:P2,Pos:7741"	"WP_046869803.1"	34.694	49	29	2	57	194	213	261	3.6	21.2
"Sample:P2,Pos:7741"	"WP_077272630.1"	38.889	18	11	0	85	32	17	34	6.4	20.4
"Sample:P2,Pos:7741"	"WP_033060697.1"	36.667	30	11	1	130	41	120	141	7.9	20.4
"Sample:P2,Pos:13627"	"WP_046869922.1"	98.485	66	1	0	3	200	98	163	3.19e-40	131
"Sample:P2,Pos:13627"	"WP_046870046.1"	40.741	54	29	3	39	197	14	65	0.1	25.4
"Sample:P2,Pos:13627"	"WP_046869888.1"	45	20	11	0	24	83	258	277	0.36	24.3
"Sample:P2,Pos:13627"	"WP_032884014.1"	43.333	30	16	1	24	113	39	67	0.58	23.1
"Sample:P2,Pos:13627"	"WP_004461513.1"	43.478	23	13	0	30	98	117	139	0.93	23.1
"Sample:P2,Pos:13627"	"WP_004461513.1"	32.353	34	23	0	96	197	319	352	7.7	20.4
"Sample:P2,Pos:13627"	"WP_003493242.1"	47.826	23	12	0	78	146	354	376	1.2	22.7
"Sample:P2,Pos:13627"	"WP_003491228.1"	29.31	58	33	2	6	176	57	107	1.8	21.9
"Sample:P2,Pos:13627"	"WP_077272591.1"	31.373	51	31	2	9	149	39	89	2.9	21.6
"Sample:P2,Pos:13627"	"WP_040108744.1"	40	40	15	2	66	182	182	213	3.4	21.6
"Sample:P2,Pos:13627"	"WP_040108755.1"	40	35	17	1	36	128	171	205	5.6	20.8
"Sample:P2,Pos:13627"	"WP_134789360.1"	36.364	22	14	0	27	92	265	286	5.7	20.8
"Sample:P2,Pos:13627"	"WP_003493286.1"	31.429	35	24	0	84	188	75	109	6.7	20.4
"Sample:P2,Pos:13627"	"WP_046869788.1"	47.826	23	12	0	51	119	100	122	7.2	20.4
"Sample:P2,Pos:13627"	"WP_003495464.1"	34.615	26	17	0	117	194	114	139	9.1	20
"Sample:P2,Pos:13693"	"WP_046869922.1"	98.485	66	1	0	3	200	120	185	1.57e-40	132
"Sample:P2,Pos:13693"	"WP_003493242.1"	50	22	11	0	15	80	355	376	0.65	23.5
"Sample:P2,Pos:13693"	"WP_003359346.1"	41.176	17	10	0	147	197	7	23	2.1	21.2
"Sample:P2,Pos:13693"	"WP_003493286.1"	25	56	34	1	18	185	75	122	2.2	21.9
"Sample:P2,Pos:13693"	"WP_033061066.1"	38.462	26	16	0	187	110	53	78	2.2	21.9
"Sample:P2,Pos:13693"	"WP_003491549.1"	31.25	32	21	1	99	191	129	160	2.4	21.9
"Sample:P2,Pos:13693"	"WP_033059477.1"	61.111	18	7	0	163	110	191	208	4.6	21.2
"Sample:P2,Pos:13693"	"WP_040108854.1"	34.043	47	29	2	45	182	679	724	8.3	20.4
"Sample:P2,Pos:18476"	"WP_003491533.1"	98.485	66	1	0	3	200	193	258	3.8e-43	138
"Sample:P2,Pos:18476"	"WP_046869905.1"	28	50	25	1	185	36	42	80	0.68	23.1
"Sample:P2,Pos:18476"	"WP_046869891.1"	40	25	15	0	57	131	34	58	1	22.7
"Sample:P2,Pos:18476"	"WP_003493391.1"	25.532	47	33	1	57	197	4	48	1.2	22.7
"Sample:P2,Pos:18476"	"WP_003495617.1"	39.286	28	17	0	111	194	245	272	2	21.9
"Sample:P2,Pos:18476"	"WP_134789413.1"	42.857	14	8	0	120	161	2	15	2.4	21.9
"Sample:P2,Pos:18476"	"WP_003492760.1"	41.176	17	10	0	176	126	197	213	2.8	21.6
"Sample:P2,Pos:18476"	"WP_046869992.1"	35.714	28	13	1	114	197	54	76	7.9	20.4
"Sample:P2,Pos:23125"	"WP_052691626.1"	74.286	35	9	0	41	145	214	248	0.086	25.8
"Sample:P2,Pos:23125"	"WP_077272604.1"	38.462	26	16	0	189	112	127	152	2.4	21.9
"Sample:P2,Pos:23125"	"WP_040108951.1"	38.462	26	16	0	183	106	198	223	3	21.6
"Sample:P2,Pos:23125"	"WP_003496595.1"	53.333	15	7	0	101	145	25	39	4.6	20.8
"Sample:P2,Pos:23135"	"WP_052691626.1"	74.286	35	9	0	31	135	214	248	0.12	25.4
"Sample:P2,Pos:23135"	"WP_077272604.1"	38.462	26	16	0	179	102	127	152	2.8	21.6
"Sample:P2,Pos:23135"	"WP_040108499.1"	50	20	10	0	197	138	39	58	3.6	21.2
"Sample:P2,Pos:23135"	"WP_003496595.1"	53.333	15	7	0	91	135	25	39	3.8	21.2
"Sample:P2,Pos:23135"	"WP_040108951.1"	38.462	26	16	0	173	96	198	223	7.5	20.4
"Sample:P2,Pos:23137"	"WP_052691626.1"	74.286	35	9	0	29	133	214	248	0.13	25.4
"Sample:P2,Pos:23137"	"WP_040108499.1"	50	20	10	0	195	136	39	58	2.9	21.6
"Sample:P2,Pos:23137"	"WP_040108951.1"	38.462	26	16	0	171	94	198	223	3.1	21.6
"Sample:P2,Pos:23137"	"WP_003496595.1"	53.333	15	7	0	89	133	25	39	3.6	21.2
"Sample:P2,Pos:23137"	"WP_077272604.1"	38.462	26	16	0	177	100	127	152	6.5	20.8
"Sample:P2,Pos:23139"	"WP_052691626.1"	74.286	35	9	0	27	131	214	248	0.12	25.4
"Sample:P2,Pos:23139"	"WP_040108499.1"	50	20	10	0	193	134	39	58	2.8	21.6
"Sample:P2,Pos:23139"	"WP_040108951.1"	38.462	26	16	0	169	92	198	223	3	21.6
"Sample:P2,Pos:23139"	"WP_003496595.1"	53.333	15	7	0	87	131	25	39	4.3	21.2
"Sample:P2,Pos:23139"	"WP_077272604.1"	38.462	26	16	0	175	98	127	152	6.3	20.8
"Sample:P2,Pos:23143"	"WP_052691626.1"	74.286	35	9	0	23	127	214	248	0.15	25
"Sample:P2,Pos:23143"	"WP_040108499.1"	45.833	24	13	0	201	130	35	58	0.41	23.9
"Sample:P2,Pos:23143"	"WP_040108951.1"	38.462	26	16	0	165	88	198	223	2.8	21.6
"Sample:P2,Pos:23143"	"WP_003496595.1"	53.333	15	7	0	83	127	25	39	3.9	21.2
"Sample:P2,Pos:23143"	"WP_077272604.1"	38.462	26	16	0	171	94	127	152	5.2	20.8
"Sample:P2,Pos:23145"	"WP_052691626.1"	74.286	35	9	0	21	125	214	248	0.1	25.4
"Sample:P2,Pos:23145"	"WP_040108499.1"	45.833	24	13	0	199	128	35	58	0.39	23.9
"Sample:P2,Pos:23145"	"WP_040108951.1"	38.462	26	16	0	163	86	198	223	2.7	21.6
"Sample:P2,Pos:23145"	"WP_003496595.1"	53.333	15	7	0	81	125	25	39	3.4	21.2
"Sample:P2,Pos:23145"	"WP_077272604.1"	38.462	26	16	0	169	92	127	152	5	20.8
"Sample:P2,Pos:23147"	"WP_052691626.1"	74.286	35	9	0	19	123	214	248	0.13	25.4
"Sample:P2,Pos:23147"	"WP_040108499.1"	45.833	24	13	0	197	126	35	58	0.35	24.3
"Sample:P2,Pos:23147"	"WP_003496595.1"	53.333	15	7	0	79	123	25	39	3.2	21.6
"Sample:P2,Pos:23147"	"WP_040108951.1"	38.462	26	16	0	161	84	198	223	6.2	20.8
"Sample:P2,Pos:23147"	"WP_077272604.1"	38.462	26	16	0	167	90	127	152	6.4	20.8
"Sample:P2,Pos:23158"	"WP_052691626.1"	74.286	35	9	0	8	112	214	248	0.046	26.6
"Sample:P2,Pos:23158"	"WP_040108499.1"	45.833	24	13	0	186	115	35	58	0.45	23.9
"Sample:P2,Pos:23158"	"WP_112844545.1"	33.333	39	24	1	201	91	36	74	1.5	22.3
"Sample:P2,Pos:23158"	"WP_003496595.1"	53.333	15	7	0	68	112	25	39	4.6	20.8
"Sample:P2,Pos:23158"	"WP_033061208.1"	45	20	11	0	195	136	160	179	5.5	20.8
"Sample:P2,Pos:23158"	"WP_040108951.1"	38.462	26	16	0	150	73	198	223	6.3	20.8
"Sample:P2,Pos:23158"	"WP_077272604.1"	38.462	26	16	0	156	79	127	152	8.2	20.4
"Sample:P2,Pos:27503"	"WP_040108149.1"	98.039	51	1	0	3	155	134	184	1.58e-30	102
"Sample:P2,Pos:27503"	"WP_003491379.1"	72.727	22	6	0	134	199	10	31	0.000123	32.3
"Sample:P2,Pos:27503"	"WP_003492845.1"	68.182	22	7	0	134	199	10	31	0.000896	30
"Sample:P2,Pos:27503"	"WP_033060672.1"	29.412	51	34	1	18	170	25	73	0.15	25
"Sample:P2,Pos:27503"	"WP_046870023.1"	31.746	63	33	3	12	170	70	132	0.28	24.3
"Sample:P2,Pos:27503"	"WP_040108318.1"	28.571	49	21	2	21	167	63	97	1.4	22.3
"Sample:P2,Pos:27503"	"WP_033061206.1"	38.889	18	11	0	55	2	134	151	8.8	20
"Sample:P2,Pos:27507"	"WP_040108149.1"	98	50	1	0	2	151	135	184	3.11e-29	98.6
"Sample:P2,Pos:27507"	"WP_003491379.1"	75	24	6	0	130	201	10	33	5.18e-06	35.8
"Sample:P2,Pos:27507"	"WP_003492845.1"	66.667	24	8	0	130	201	10	33	0.000122	32.3
"Sample:P2,Pos:27507"	"WP_033060672.1"	29.412	51	34	1	14	166	25	73	0.15	25
"Sample:P2,Pos:27507"	"WP_046870023.1"	31.746	63	33	2	8	166	70	132	0.19	24.6
"Sample:P2,Pos:27507"	"WP_040108318.1"	28.571	49	21	2	17	163	63	97	1.5	22.3
"Sample:P2,Pos:27507"	"WP_033061206.1"	41.176	17	10	0	51	1	134	150	9.6	20
"Sample:P2,Pos:27512"	"WP_040108149.1"	97.917	48	1	0	3	146	137	184	4.1e-27	93.2
"Sample:P2,Pos:27512"	"WP_003491379.1"	76	25	6	0	125	199	10	34	7.61e-07	37.7
"Sample:P2,Pos:27512"	"WP_003492845.1"	68	25	8	0	125	199	10	34	1.66e-05	34.7
"Sample:P2,Pos:27512"	"WP_033060672.1"	29.412	51	34	1	9	161	25	73	0.16	25
"Sample:P2,Pos:27512"	"WP_046870023.1"	31.746	63	33	3	3	161	70	132	0.25	24.6
"Sample:P2,Pos:27512"	"WP_040108318.1"	28.571	49	21	2	12	158	63	97	1.6	21.9
"Sample:P2,Pos:27512"	"WP_003493357.1"	26.087	46	32	1	15	146	387	432	3.5	21.6
"Sample:P2,Pos:27527"	"WP_040108149.1"	97.674	43	1	0	3	131	142	184	4.3e-23	82.8
"Sample:P2,Pos:27527"	"WP_003491379.1"	80	30	6	0	110	199	10	39	2.23e-10	47
"Sample:P2,Pos:27527"	"WP_003492845.1"	66.667	30	10	0	110	199	10	39	1.26e-07	40
"Sample:P2,Pos:27527"	"WP_046870023.1"	31.579	57	29	2	6	146	76	132	3.2	21.6
"Sample:P2,Pos:27527"	"WP_003493357.1"	26.19	42	29	1	12	131	391	432	5.8	20.8
"Sample:P2,Pos:27539"	"WP_040108149.1"	97.436	39	1	0	3	119	146	184	3.15e-20	75.5
"Sample:P2,Pos:27539"	"WP_003491379.1"	82.353	34	6	0	98	199	10	43	3.99e-13	53.9
"Sample:P2,Pos:27539"	"WP_003492845.1"	70.588	34	10	0	98	199	10	43	1.39e-10	47.4
"Sample:P2,Pos:27645"	"WP_003491379.1"	80.952	21	4	0	1	63	13	33	9.52e-05	32.7
"Sample:P2,Pos:27645"	"WP_003492845.1"	71.429	21	6	0	1	63	13	33	0.003	28.9
"Sample:P2,Pos:27645"	"WP_046869815.1"	33.333	30	20	0	105	194	345	374	0.12	25.4
"Sample:P2,Pos:27645"	"WP_003493356.1"	42.105	19	11	0	134	78	106	124	1.8	22.3
"Sample:P2,Pos:27645"	"WP_046869932.1"	40.909	22	13	0	170	105	212	233	3.2	21.6
"Sample:P2,Pos:27645"	"WP_003494613.1"	32.258	31	15	1	95	21	26	56	4.7	21.2
"Sample:P2,Pos:27645"	"WP_046870074.1"	26.923	26	19	0	200	123	161	186	7.4	20.4
"Sample:P2,Pos:36956"	"WP_046869736.1"	45.833	24	13	0	119	48	429	452	0.41	23.9
"Sample:P2,Pos:36956"	"WP_003496710.1"	42.308	26	14	1	137	63	90	115	1.4	22.3
"Sample:P2,Pos:36956"	"WP_080941248.1"	29.167	48	31	1	137	3	182	229	5.9	20.8
"Sample:P2,Pos:36956"	"WP_003358207.1"	33.333	30	19	1	42	128	95	124	6	20.4
"Sample:P2,Pos:36956"	"WP_003490766.1"	36.111	36	21	1	36	137	21	56	7.1	20.4
"Sample:P2,Pos:36956"	"WP_003493215.1"	58.824	17	7	0	69	119	41	57	7.3	20.4
"Sample:P2,Pos:36956"	"WP_003491240.1"	25	48	28	1	39	182	180	219	8.3	20.4
"Sample:P2,Pos:36956"	"WP_003492986.1"	34.615	26	17	0	54	131	17	42	8.4	20.4
"Sample:P2,Pos:36957"	"WP_046869736.1"	45.833	24	13	0	118	47	429	452	0.41	23.9
"Sample:P2,Pos:36957"	"WP_003496710.1"	42.308	26	14	1	136	62	90	115	1.4	22.3
"Sample:P2,Pos:36957"	"WP_080941248.1"	29.167	48	31	1	136	2	182	229	5.9	20.8
"Sample:P2,Pos:36957"	"WP_003358207.1"	33.333	30	19	1	41	127	95	124	6	20.4
"Sample:P2,Pos:36957"	"WP_003490766.1"	36.111	36	21	1	35	136	21	56	7.1	20.4
"Sample:P2,Pos:36957"	"WP_003493215.1"	58.824	17	7	0	68	118	41	57	7.3	20.4
"Sample:P2,Pos:36957"	"WP_003491240.1"	25	48	28	1	38	181	180	219	8.3	20.4
"Sample:P2,Pos:36957"	"WP_003492986.1"	34.615	26	17	0	53	130	17	42	8.4	20.4
"Sample:P2,Pos:36959"	"WP_046869736.1"	45.833	24	13	0	116	45	429	452	0.43	23.9
"Sample:P2,Pos:36959"	"WP_003496710.1"	42.308	26	14	1	134	60	90	115	1.5	22.3
"Sample:P2,Pos:36959"	"WP_003358207.1"	33.333	30	19	1	39	125	95	124	5.8	20.8
"Sample:P2,Pos:36959"	"WP_003490766.1"	36.111	36	21	1	33	134	21	56	6.5	20.4
"Sample:P2,Pos:36959"	"WP_003493215.1"	58.824	17	7	0	66	116	41	57	7.5	20.4
"Sample:P2,Pos:36959"	"WP_003492986.1"	34.615	26	17	0	51	128	17	42	8.1	20.4
"Sample:P2,Pos:36959"	"WP_003491240.1"	25	48	28	1	36	179	180	219	8.4	20.4
"Sample:P2,Pos:36969"	"WP_046869736.1"	45.833	24	13	0	106	35	429	452	0.4	23.9
"Sample:P2,Pos:36969"	"WP_003496710.1"	42.308	26	14	1	124	50	90	115	1.2	22.7
"Sample:P2,Pos:36969"	"WP_003490766.1"	36.111	36	21	1	23	124	21	56	5.7	20.8
"Sample:P2,Pos:36969"	"WP_003358207.1"	33.333	30	19	1	29	115	95	124	6.2	20.4
"Sample:P2,Pos:36969"	"WP_003493215.1"	58.824	17	7	0	56	106	41	57	7.3	20.4
"Sample:P2,Pos:36969"	"WP_003492986.1"	34.615	26	17	0	41	118	17	42	7.6	20.4
"Sample:P2,Pos:36969"	"WP_003491240.1"	25	48	28	1	26	169	180	219	8.6	20.4
"Sample:P2,Pos:36970"	"WP_046869736.1"	45.833	24	13	0	105	34	429	452	0.41	23.9
"Sample:P2,Pos:36970"	"WP_003496710.1"	42.308	26	14	1	123	49	90	115	1.2	22.7
"Sample:P2,Pos:36970"	"WP_003358207.1"	33.333	30	19	1	28	114	95	124	5.8	20.8
"Sample:P2,Pos:36970"	"WP_003490766.1"	36.111	36	21	1	22	123	21	56	6.1	20.4
"Sample:P2,Pos:36970"	"WP_003493215.1"	58.824	17	7	0	55	105	41	57	7.2	20.4
"Sample:P2,Pos:36970"	"WP_003492986.1"	34.615	26	17	0	40	117	17	42	7.6	20.4
"Sample:P2,Pos:36970"	"WP_003491240.1"	25	48	28	1	25	168	180	219	9.3	20
"Sample:P2,Pos:42366"	"WP_003494793.1"	40	25	15	0	125	51	4	28	2.9	21.6
"Sample:P2,Pos:46350"	"WP_077272592.1"	96.97	66	2	0	3	200	164	229	3.85e-29	101
"Sample:P2,Pos:46350"	"WP_033061478.1"	46.667	15	8	0	4	48	470	484	2.9	21.6
"Sample:P2,Pos:46350"	"WP_046869823.1"	66.667	9	3	0	177	151	83	91	4.9	20.8
"Sample:P2,Pos:46350"	"WP_003494836.1"	53.333	15	7	0	27	71	432	446	8.4	20.4
"Sample:P2,Pos:48951"	"WP_046869990.1"	93.939	33	2	0	102	200	23	55	2.68e-07	41.2
"Sample:P2,Pos:48951"	"WP_032884096.1"	40.741	27	16	0	78	158	197	223	0.84	23.1
"Sample:P2,Pos:48951"	"WP_003495826.1"	33.333	42	22	1	75	200	446	481	2.6	21.6
"Sample:P2,Pos:48951"	"WP_003495223.1"	40	30	18	0	103	14	157	186	2.9	21.6
"Sample:P2,Pos:48951"	"WP_003491209.1"	40.741	27	16	0	81	161	1	27	4.9	20.8
"Sample:P2,Pos:48951"	"WP_003496603.1"	38.889	18	11	0	147	200	12	29	9.6	19.6
"Sample:P2,Pos:50773"	"WP_040109020.1"	98.485	66	1	0	3	200	274	339	3.53e-38	127
"Sample:P2,Pos:50773"	"WP_033058865.1"	66.667	15	5	0	87	131	239	253	0.72	23.5
"Sample:P2,Pos:50773"	"WP_003491464.1"	42.308	26	15	0	30	107	111	136	4.2	21.2
"Sample:P2,Pos:50773"	"WP_040109193.1"	32.609	46	27	3	3	134	110	153	7.1	20.4
"Sample:P2,Pos:50776"	"WP_040109020.1"	98.485	66	1	0	3	200	275	340	3.49e-38	127
"Sample:P2,Pos:50776"	"WP_033058865.1"	66.667	15	5	0	84	128	239	253	0.72	23.5
"Sample:P2,Pos:50776"	"WP_003491464.1"	42.308	26	15	0	27	104	111	136	4.2	21.2
"Sample:P2,Pos:50776"	"WP_040109193.1"	33.333	45	26	3	3	131	111	153	6.5	20.4
"Sample:P2,Pos:50794"	"WP_040109020.1"	98.485	66	1	0	3	200	281	346	1.24e-38	129
"Sample:P2,Pos:50794"	"WP_040109020.1"	39.13	46	28	0	36	173	331	376	0.002	30.8
"Sample:P2,Pos:50794"	"WP_033058865.1"	66.667	15	5	0	66	110	239	253	0.73	23.1
"Sample:P2,Pos:50794"	"WP_003491464.1"	42.308	26	15	0	9	86	111	136	5.4	20.8
"Sample:P2,Pos:51181"	"WP_040109020.1"	85.417	48	6	1	2	142	430	477	7.38e-20	77
"Sample:P2,Pos:51181"	"WP_003496589.1"	29.73	37	26	0	14	124	219	255	0.44	23.9
"Sample:P2,Pos:51181"	"WP_033058457.1"	25.714	35	26	0	14	118	8	42	1.2	22.7
"Sample:P2,Pos:51181"	"WP_040108127.1"	33.333	42	20	3	20	139	13	48	1.3	22.3
"Sample:P2,Pos:51181"	"WP_040108550.1"	42.857	28	13	1	11	94	660	684	3.7	21.2
"Sample:P2,Pos:51181"	"WP_040109200.1"	37.5	24	15	0	126	55	67	90	5.1	20.8
"Sample:P2,Pos:51181"	"WP_032883815.1"	87.5	8	1	0	176	199	28	35	5.4	20.8
"Sample:P2,Pos:51181"	"WP_032883807.1"	34.783	23	15	0	174	106	174	196	6.8	20.4
"Sample:P2,Pos:51181"	"WP_046869860.1"	38.889	18	11	0	201	148	251	268	8.9	20.4
"Sample:P2,Pos:51182"	"WP_040109020.1"	85.417	48	6	1	1	141	430	477	6.45e-20	77
"Sample:P2,Pos:51182"	"WP_003496589.1"	29.73	37	26	0	13	123	219	255	0.43	23.9
"Sample:P2,Pos:51182"	"WP_033058457.1"	25.714	35	26	0	13	117	8	42	1.2	22.7
"Sample:P2,Pos:51182"	"WP_032883815.1"	88.889	9	1	0	175	201	28	36	1.2	22.7
"Sample:P2,Pos:51182"	"WP_040108127.1"	33.333	42	20	3	19	138	13	48	1.4	22.3
"Sample:P2,Pos:51182"	"WP_046869881.1"	47.826	23	11	1	98	33	380	402	1.9	21.9
"Sample:P2,Pos:51182"	"WP_040108550.1"	42.857	28	13	1	10	93	660	684	3.6	21.6
"Sample:P2,Pos:51182"	"WP_040109200.1"	37.5	24	15	0	125	54	67	90	5.9	20.8
"Sample:P2,Pos:51182"	"WP_032883807.1"	34.783	23	15	0	173	105	174	196	6.6	20.4
"Sample:P2,Pos:51182"	"WP_046869860.1"	38.889	18	11	0	200	147	251	268	8.6	20.4
