"QueryID"	"SubjectID"	"PercIdentity"	"AlignmentLength"	"Mismatches"	"GapOpens"	"QueryStart"	"QueryEnd"	"SubjectStart"	"SubjectEnd"	"Evalue"	"BitScore"
"Sample:N3,Pos:4498"	"WP_033059377.1"	38.889	18	11	0	78	131	113	130	4.6	21.2
"Sample:N3,Pos:4498"	"WP_080941236.1"	36	25	16	0	30	104	159	183	6.2	20.8
"Sample:N3,Pos:4498"	"WP_040109203.1"	50	14	7	0	75	116	103	116	7.4	20.4
"Sample:N3,Pos:4498"	"WP_033061483.1"	30.435	46	25	2	84	200	65	110	7.9	20.4
"Sample:N3,Pos:4498"	"WP_046869979.1"	52.941	17	5	1	87	137	39	52	8	20.4
"Sample:N3,Pos:4498"	"WP_003492617.1"	36.364	22	14	0	76	11	9	30	8.4	20.4
"Sample:N3,Pos:4508"	"WP_003496522.1"	92	50	3	1	8	157	12	60	2.43e-28	92.8
"Sample:N3,Pos:4508"	"WP_040109277.1"	20.69	29	23	0	56	142	40	68	2	21.9
"Sample:N3,Pos:4508"	"WP_040108005.1"	23.333	60	34	2	17	190	160	209	2.4	21.9
"Sample:N3,Pos:4508"	"WP_003494834.1"	88.889	9	1	0	2	28	143	151	2.4	21.6
"Sample:N3,Pos:4508"	"WP_003491795.1"	45.455	22	8	1	23	76	53	74	2.5	21.9
"Sample:N3,Pos:4508"	"WP_033059290.1"	42.857	21	12	0	35	97	259	279	2.5	21.6
"Sample:N3,Pos:4508"	"WP_033059377.1"	38.889	18	11	0	68	121	113	130	3	21.6
"Sample:N3,Pos:4508"	"WP_003494252.1"	66.667	12	4	0	148	113	140	151	4.4	21.2
"Sample:N3,Pos:4508"	"WP_040108543.1"	39.286	28	16	1	116	199	53	79	6.2	20.8
"Sample:N3,Pos:4508"	"WP_040109203.1"	50	14	7	0	65	106	103	116	7.8	20.4
"Sample:N3,Pos:4508"	"WP_033061483.1"	29.787	47	26	2	71	190	64	110	8	20.4
"Sample:N3,Pos:4508"	"WP_003492617.1"	36.364	22	14	0	66	1	9	30	8.3	20.4
"Sample:N3,Pos:4508"	"WP_046869979.1"	52.941	17	5	1	77	127	39	52	9.2	20
"Sample:N3,Pos:4508"	"WP_003490983.1"	30.435	23	16	0	50	118	112	134	9.5	20
"Sample:N1,Pos:24581"	"WP_003491427.1"	98.485	66	1	0	3	200	144	209	5.25e-43	134
"Sample:N1,Pos:24581"	"WP_040109012.1"	31.707	41	28	0	57	179	648	688	0.8	23.1
"Sample:N1,Pos:24581"	"WP_003493852.1"	30.769	65	41	1	3	185	85	149	0.89	22.7
"Sample:N1,Pos:24581"	"WP_052691645.1"	29.268	41	25	1	3	125	6	42	2.7	21.6
"Sample:N1,Pos:24581"	"WP_003490446.1"	58.333	12	5	0	47	12	76	87	5.2	20.8
"Sample:N1,Pos:24581"	"WP_003490879.1"	37.5	24	15	0	3	74	172	195	5.3	20.8
"Sample:N1,Pos:24581"	"WP_046870071.1"	33.333	24	16	0	129	200	282	305	5.8	20.8
"Sample:N1,Pos:24581"	"WP_003494055.1"	55	20	7	1	33	86	53	72	7.2	20
